slang,normalized,meaning,category,language,example
lite mog era no cap,independent person,Variant phrase based on 'sigma',gen_alpha,english,We went lite mog era no cap on that one.
neo skibidi highkey,independent person,Variant phrase based on 'sigma',gen_alpha,english,"No stress, it's neo skibidi highkey."
looksmax reset asap,wow,Expression of surprise or attraction,gen_alpha,english,This feels looksmax reset asap today.
mega grimace shake highkey,obsessive content fixation,Variant phrase based on 'brainrot',gen_alpha,english,This feels mega grimace shake highkey today.
ultra ohio asap,nonsense meme,Variant phrase based on 'skibidi',gen_alpha,english,"Honestly, ultra ohio asap."
hyper rizzler arc lowkey,nonsense meme,Variant phrase based on 'skibidi',gen_alpha,english,This feels hyper rizzler arc lowkey today.
neo sigma phase af,obsessive content fixation,Variant phrase based on 'brainrot',gen_alpha,english,We went neo sigma phase af on that one.
aura farm reset af,nonsense meme,Variant phrase based on 'skibidi',gen_alpha,english,"No stress, it's aura farm reset af."
neo ohio moment af,wow,Variant phrase based on 'gyatt',gen_alpha,english,"Honestly, neo ohio moment af."
hyper sigma reset asap,obsessive content fixation,Variant phrase based on 'brainrot',gen_alpha,english,That was hyper sigma reset asap.
neo fanum tax arc tbh,wow,Variant phrase based on 'gyatt',gen_alpha,english,This feels neo fanum tax arc tbh today.
ultra edgemaxx moment legit,wow,Variant phrase based on 'gyatt',gen_alpha,english,"No stress, it's ultra edgemaxx moment legit."
max rizz rn,independent person,Variant phrase based on 'sigma',gen_alpha,english,That was max rizz rn.
neo edgemaxx vibes rn,obsessive content fixation,Variant phrase based on 'brainrot',gen_alpha,english,"No stress, it's neo edgemaxx vibes rn."
ultra skibidi plot,obsessive content fixation,Variant phrase based on 'brainrot',gen_alpha,english,We went ultra skibidi plot on that one.
hyper fanum tax arc rn,wow,Variant phrase based on 'gyatt',gen_alpha,english,We went hyper fanum tax arc rn on that one.
micro edgemaxx rn,wow,Variant phrase based on 'gyatt',gen_alpha,english,"Honestly, micro edgemaxx rn."
mega rizz vibes tbh,independent person,Variant phrase based on 'sigma',gen_alpha,english,"No stress, it's mega rizz vibes tbh."
mega looksmax phase legit,independent person,Variant phrase based on 'sigma',gen_alpha,english,"No stress, it's mega looksmax phase legit."
micro fanum tax reset,wow,Variant phrase based on 'gyatt',gen_alpha,english,We went micro fanum tax reset on that one.
hyper looksmax energy fr,nonsense meme,Variant phrase based on 'skibidi',gen_alpha,english,That was hyper looksmax energy fr.
edgemaxx vibes legit,wow,Variant phrase based on 'gyatt',gen_alpha,english,We went edgemaxx vibes legit on that one.
neo rizz wave no cap,nonsense meme,Absurd meme reference,gen_alpha,english,"No stress, it's neo rizz wave no cap."
mega ohio era highkey,independent person,Self-reliant personality archetype,gen_alpha,english,This feels mega ohio era highkey today.
max fanum tax arc,obsessive content fixation,Variant phrase based on 'brainrot',gen_alpha,english,We went max fanum tax arc on that one.
edgemaxx mode rn,independent person,Variant phrase based on 'sigma',gen_alpha,english,This feels edgemaxx mode rn today.
hyper ohio arc pls,obsessive content fixation,Variant phrase based on 'brainrot',gen_alpha,english,We went hyper ohio arc pls on that one.
mega grimace shake no cap,obsessive content fixation,Variant phrase based on 'brainrot',gen_alpha,english,We went mega grimace shake no cap on that one.
hyper skibidi arc,obsessive content fixation,Variant phrase based on 'brainrot',gen_alpha,english,This feels hyper skibidi arc today.
max mog highkey,nonsense meme,Variant phrase based on 'skibidi',gen_alpha,english,That was max mog highkey.
mega rizz arc fr,wow,Variant phrase based on 'gyatt',gen_alpha,english,This feels mega rizz arc fr today.
ultra mewing plot lowkey,obsessive content fixation,Mentally consumed by memes,gen_alpha,english,"Honestly, ultra mewing plot lowkey."
neo grimace shake fr,independent person,Variant phrase based on 'sigma',gen_alpha,english,We went neo grimace shake fr on that one.
neo gyatt reset highkey,independent person,Variant phrase based on 'sigma',gen_alpha,english,That was neo gyatt reset highkey.
mini sigma asap,wow,Variant phrase based on 'gyatt',gen_alpha,english,We went mini sigma asap on that one.
max rizz mode asap,independent person,Variant phrase based on 'sigma',gen_alpha,english,We went max rizz mode asap on that one.
hyper sigma core lowkey,nonsense meme,Variant phrase based on 'skibidi',gen_alpha,english,That was hyper sigma core lowkey.
micro fanum tax phase highkey,wow,Variant phrase based on 'gyatt',gen_alpha,english,"No stress, it's micro fanum tax phase highkey."
mega aura farm energy tbh,obsessive content fixation,Variant phrase based on 'brainrot',gen_alpha,english,"No stress, it's mega aura farm energy tbh."
ultra mewing reset fr,wow,Variant phrase based on 'gyatt',gen_alpha,english,"No stress, it's ultra mewing reset fr."
lite mog phase,wow,Variant phrase based on 'gyatt',gen_alpha,english,We went lite mog phase on that one.
lite aura farm energy highkey,obsessive content fixation,Variant phrase based on 'brainrot',gen_alpha,english,We went lite aura farm energy highkey on that one.
micro edgemaxx core no cap,wow,Variant phrase based on 'gyatt',gen_alpha,english,That was micro edgemaxx core no cap.
mega rizzler asap,independent person,Variant phrase based on 'sigma',gen_alpha,english,This feels mega rizzler asap today.
neo edgemaxx phase no cap,wow,Variant phrase based on 'gyatt',gen_alpha,english,We went neo edgemaxx phase no cap on that one.
mog arc highkey,wow,Variant phrase based on 'gyatt',gen_alpha,english,"No stress, it's mog arc highkey."
ultra rizz pls,nonsense meme,Variant phrase based on 'skibidi',gen_alpha,english,"No stress, it's ultra rizz pls."
neo mog core highkey,nonsense meme,Variant phrase based on 'skibidi',gen_alpha,english,"No stress, it's neo mog core highkey."
ultra ohio moment asap,nonsense meme,Variant phrase based on 'skibidi',gen_alpha,english,"Honestly, ultra ohio moment asap."
ultra edgemaxx plot,wow,Variant phrase based on 'gyatt',gen_alpha,english,That was ultra edgemaxx plot.
mega skibidi arc pls,wow,Variant phrase based on 'gyatt',gen_alpha,english,"No stress, it's mega skibidi arc pls."
ultra mewing fr,obsessive content fixation,Variant phrase based on 'brainrot',gen_alpha,english,"No stress, it's ultra mewing fr."
hyper grimace shake af,wow,Variant phrase based on 'gyatt',gen_alpha,english,We went hyper grimace shake af on that one.
lite edgemaxx wave,nonsense meme,Variant phrase based on 'skibidi',gen_alpha,english,This feels lite edgemaxx wave today.
ultra aura farm reset lowkey,wow,Variant phrase based on 'gyatt',gen_alpha,english,We went ultra aura farm reset lowkey on that one.
ultra looksmax mode,independent person,Variant phrase based on 'sigma',gen_alpha,english,"Honestly, ultra looksmax mode."
micro aura farm wave asap,wow,Variant phrase based on 'gyatt',gen_alpha,english,"No stress, it's micro aura farm wave asap."
looksmax vibes lowkey,independent person,Variant phrase based on 'sigma',gen_alpha,english,"Honestly, looksmax vibes lowkey."
ultra gyatt vibes legit,nonsense meme,Variant phrase based on 'skibidi',gen_alpha,english,We went ultra gyatt vibes legit on that one.
lite grimace shake moment,independent person,Self-reliant personality archetype,gen_alpha,english,That was lite grimace shake moment.
mini aura farm highkey,wow,Variant phrase based on 'gyatt',gen_alpha,english,We went mini aura farm highkey on that one.
micro sigma lowkey,independent person,Variant phrase based on 'sigma',gen_alpha,english,"Honestly, micro sigma lowkey."
mega mog mode pls,independent person,Variant phrase based on 'sigma',gen_alpha,english,This feels mega mog mode pls today.
ultra aura farm vibes rn,obsessive content fixation,Variant phrase based on 'brainrot',gen_alpha,english,"Honestly, ultra aura farm vibes rn."
hyper grimace shake core,nonsense meme,Variant phrase based on 'skibidi',gen_alpha,english,"Honestly, hyper grimace shake core."
hyper fanum tax core asap,wow,Variant phrase based on 'gyatt',gen_alpha,english,"No stress, it's hyper fanum tax core asap."
hyper rizz era lowkey,wow,Variant phrase based on 'gyatt',gen_alpha,english,That was hyper rizz era lowkey.
mega looksmax mode no cap,wow,Variant phrase based on 'gyatt',gen_alpha,english,"No stress, it's mega looksmax mode no cap."
mega mewing mode fr,independent person,Variant phrase based on 'sigma',gen_alpha,english,This feels mega mewing mode fr today.
mega sigma core af,nonsense meme,Variant phrase based on 'skibidi',gen_alpha,english,"No stress, it's mega sigma core af."
neo rizzler arc rn,wow,Variant phrase based on 'gyatt',gen_alpha,english,That was neo rizzler arc rn.
lite rizzler highkey,nonsense meme,Variant phrase based on 'skibidi',gen_alpha,english,That was lite rizzler highkey.
rizz reset,wow,Variant phrase based on 'gyatt',gen_alpha,english,We went rizz reset on that one.
ultra sigma arc asap,independent person,Variant phrase based on 'sigma',gen_alpha,english,That was ultra sigma arc asap.
neo aura farm energy,independent person,Variant phrase based on 'sigma',gen_alpha,english,That was neo aura farm energy.
hyper rizzler moment lowkey,independent person,Variant phrase based on 'sigma',gen_alpha,english,"No stress, it's hyper rizzler moment lowkey."
lite mog moment rn,wow,Variant phrase based on 'gyatt',gen_alpha,english,"Honestly, lite mog moment rn."
mog wave lowkey,independent person,Variant phrase based on 'sigma',gen_alpha,english,This feels mog wave lowkey today.
mewing core no cap,wow,Variant phrase based on 'gyatt',gen_alpha,english,"No stress, it's mewing core no cap."
neo rizzler wave af,nonsense meme,Absurd meme reference,gen_alpha,english,"No stress, it's neo rizzler wave af."
micro rizz moment tbh,independent person,Variant phrase based on 'sigma',gen_alpha,english,We went micro rizz moment tbh on that one.
mini rizz energy asap,obsessive content fixation,Variant phrase based on 'brainrot',gen_alpha,english,"No stress, it's mini rizz energy asap."
micro mog vibes,wow,Variant phrase based on 'gyatt',gen_alpha,english,That was micro mog vibes.
ultra rizzler energy lowkey,independent person,Variant phrase based on 'sigma',gen_alpha,english,"Honestly, ultra rizzler energy lowkey."
mega rizz core,wow,Variant phrase based on 'gyatt',gen_alpha,english,We went mega rizz core on that one.
max looksmax core pls,nonsense meme,Variant phrase based on 'skibidi',gen_alpha,english,That was max looksmax core pls.
micro ohio phase tbh,wow,Variant phrase based on 'gyatt',gen_alpha,english,This feels micro ohio phase tbh today.
max gyatt rn,nonsense meme,Variant phrase based on 'skibidi',gen_alpha,english,That was max gyatt rn.
lite mewing af,obsessive content fixation,Variant phrase based on 'brainrot',gen_alpha,english,We went lite mewing af on that one.
micro aura farm legit,wow,Variant phrase based on 'gyatt',gen_alpha,english,That was micro aura farm legit.
ultra sigma plot af,independent person,Variant phrase based on 'sigma',gen_alpha,english,"Honestly, ultra sigma plot af."
neo looksmax energy legit,nonsense meme,Absurd meme reference,gen_alpha,english,"Honestly, neo looksmax energy legit."
micro grimace shake energy af,nonsense meme,Variant phrase based on 'skibidi',gen_alpha,english,We went micro grimace shake energy af on that one.
max gyatt mode,obsessive content fixation,Variant phrase based on 'brainrot',gen_alpha,english,That was max gyatt mode.
mega gyatt arc lowkey,wow,Variant phrase based on 'gyatt',gen_alpha,english,"No stress, it's mega gyatt arc lowkey."
max edgemaxx highkey,nonsense meme,Absurd meme reference,gen_alpha,english,"Honestly, max edgemaxx highkey."
lite looksmax fr,independent person,Variant phrase based on 'sigma',gen_alpha,english,"No stress, it's lite looksmax fr."
ohio wave tbh,nonsense meme,Variant phrase based on 'skibidi',gen_alpha,english,"No stress, it's ohio wave tbh."
grimace shake wave highkey,obsessive content fixation,Variant phrase based on 'brainrot',gen_alpha,english,"Honestly, grimace shake wave highkey."
neo grimace shake arc,wow,Variant phrase based on 'gyatt',gen_alpha,english,That was neo grimace shake arc.
ultra gyatt reset,obsessive content fixation,Variant phrase based on 'brainrot',gen_alpha,english,"Honestly, ultra gyatt reset."
micro rizzler wave tbh,obsessive content fixation,Variant phrase based on 'brainrot',gen_alpha,english,"Honestly, micro rizzler wave tbh."
max ohio phase fr,wow,Variant phrase based on 'gyatt',gen_alpha,english,That was max ohio phase fr.
ultra mewing core pls,obsessive content fixation,Variant phrase based on 'brainrot',gen_alpha,english,That was ultra mewing core pls.
micro mewing mode,obsessive content fixation,Variant phrase based on 'brainrot',gen_alpha,english,"Honestly, micro mewing mode."
mini edgemaxx core,nonsense meme,Variant phrase based on 'skibidi',gen_alpha,english,This feels mini edgemaxx core today.
ultra looksmax arc lowkey,nonsense meme,Variant phrase based on 'skibidi',gen_alpha,english,"No stress, it's ultra looksmax arc lowkey."
